sen1	sen2	src	score
홀리 홀리 홀리 우리 모두는 많은 불가사의로 가득 찬 그릇이다.	우리가 모두 많은 불가사의로 가득 찬 그릇이라고 말하세요.	main-forum	3.8
"시카고에서 ""답""이 뭐였지?"	캘리포니아에서의 반응은 무엇인가?	main-forum	1.2
그 모든 것이 말이 안 된다.	그게 말이 안 되는지 보라.	main-forum	4.2
누가 살인 가스실을 운영한 것 같습니까?	기억을 되살려라: 누가 살인 가스실을 운영했는가?	main-forum	4.8
그러므로, 우주의 존재에 대한 설명은 신이다.	우주가 그 존재에 대한 설명을 가지고 있다면, 그 설명은 신이다.	main-forum	3.6
암 저항성에 대한 유전적 성향은 우수한 유전학이다.	알츠하이머에 대한 유전적 성향은 열등한 유전학이다.	main-forum	1.4
사람 방어에 무력 사용	공격자에 의한 무력 사용	main-forum	1.2
그게 바로 이용 가능한 자료가 보여주는 것이다.	그것이 역사 기록이 보여주는 것이다.	main-forum	3.6
세상에 대한 기쁨은 우리 모두는 많은 경이로움으로 가득 찬 그릇이다.	환호를 위한 주제곡 : 우리는 모두 많은 경이로움으로 가득 찬 그릇이다.	main-forum	3
나는 그것이 대부분 네덜란드인이라고 생각했다.	사실, 그것은 단지 네덜란드인이다.	main-forum	2.6
EVE는 아이들이 노는 것을 보았다.	나는 아이들이 노는 것을 보는 것을 좋아한다.	main-forum	2.2
David @ Omsigdavid, 나는 Santorum이 Gingrich보다 더 가능성이 있다고 생각한다.	@ sozobe, 나는 산토룸이 깅리치보다 더 가능성이 있다고 생각한다.	main-forum	4.8
그들은 서로를 보고 있어!	왜 그들은 서로를 그렇게 쳐다보고 있는거지? ! ? ? ? ? !	main-forum	2.8
운전하고 있어요?	너 씨발 볼트 운전하는거야?	main-forum	2.6
내가 에 문제가 있는 종교	내가 문제없이 하는 종교는 그렇지 않다.	main-forum	1.4
나는 그가 전반적으로 미국 사업 이익에 더 좋을 것이라고 생각한다.	그가 미국 사회에 더 잘 맞을까?	main-forum	1.6
헌법상의 문제가 아닙니다.	다시 말하지만, 이것은 헌법상의 문제가 아니다.	main-forum	4.4
바보들아.. 은폐를 샀어...	안녕들 하신가? 바보들아.. 은폐를 샀어.. 후크..	main-forum	4.2
"""첫 번째를 누르면 무엇을 하는가?"""	"""1번을 누르면 영어가 된다."""	main-forum	1.6
어떤 확신이 들까요?	전에 무슨 확신을 말씀하시는 거죠?	main-forum	4.4
원래 Spikdboy가 소망하지 않고, 오히려 현실적으로 게시한 것이다.	원래 객관주의가 게시한 것은 희망적인 생각이 아니라 오히려 현실적인 생각이었다.	main-forum	3.8
수조번째로, 나는 재활이 효과가 없다고 말한 적이 없다.	"""재활이 절대 효과가 없을 거라고 말한 적 없다""고 말해야 할 요점이 있다"	main-forum	3.4
찰리 레인젤이 비난한 장면은 누가 본 적이 있나요?	이 장면 본 사람 있어요?	main-forum	3
10월 레드 스탠딩	레드 폭스 대기 중입니다.	main-forum	2
그건 법률 보고서가 작성되는 방식이 아닙니다.	그것은 단지 법적 추론이 어떻게 작동하는가가 아니다.	main-forum	3.2
아니요, 그 요소들 중 어느 것도 최근의 온난화를 설명하지 못합니다.	당신은 그 요인들이 온난화를 설명하는지 아닌지 모른다.	main-forum	3
스톤은 주군에게 알렸다.	그는 주인님에게 너무 통보했다.	main-forum	3.4
체계적인 변증법의 주요 초점은 디아 만성이 아닌 신 만성이다.	따라서 메타 - 시스템 - 아틱 변증법은 다이아크로니코 - 동시 변증법입니다.	main-forum	2.2
그리고 그것은 Gop 통제된 상태에서 일어나고 있다.	미시간은 갑 통제된 국가이다.	main-forum	0.8
여우 분지에서 얼어붙었다.	여우는 대부분 얼어붙었다.	main-forum	4.2
@ frank apisa, frank, 나는 관찰하고 인식한다.	@ cicerone 사기꾼, Frank, 나는 관찰하고 인식한다.	main-forum	4.2
정부는 임신이 어떤 조건으로 이행되어야 하는지를 결정하는데, 그것은 괜찮다.	정부는 자국민을 감시하고 있다, 그건 괜찮다.	main-forum	1.2
당신의 마음에 작은 사랑을 담아라.우리는 모두 많은 경이로움으로 가득 찬 그릇이다.	Landon 그리고 이것은 크리스마스입니다.우리는 모두 많은 불가사의로 가득 찬 배들입니다.	main-forum	2.8
퍼센트보다 높지만 그다지 높지는 않다.	퍼센트보다 낮지만 매우 낮지는 않다.	main-forum	1
신은 확실히 존재하지 않는다.	신은 아마 존재하지 않을 것이다.	main-forum	2.6
그것은 기후변화를 나타내는 훌륭한 지표이다.	나는 우리 모두가 변화의 본질에 동의한다고 생각한다.	main-forum	2
여기 사는 것의 가장 좋은 점은 거기에 공간이 있다는 것이다.	나쁜 것은 거기에 공간이 있다는 것이다.	main-forum	1.8
나는 언론의 자유가 어떻게 금지될지 이해할 수 없다.	당신의 언론의 자유는 오늘날보다 더 금지되지 않을 것이다.	main-forum	3.8
그 질문은 물어봐야 한다.	그것은 대답할 필요가 있는 질문이다.	main-forum	3.2
당신은 삶을 매우 중시한다고 말한다.	나는 인간의 삶을 매우 높이 평가한다고 주장한다.	main-forum	2.8
침입지	모기가 포스팅을 한다.	main-forum	1.8
나는 신경쓰는 대통령이 되고 싶지 않다.	연민이 넘치는 대통령은 원하지 않는다.	main-forum	4.6
덜 설득력있게 만들거나 말거나 할 수 있는게 있나요?	좀 더 설득력 있게 만들만한 게 있나요?	main-forum	2.4
고전 가스는 모두 많은 불가사의로 가득 찬 그릇이다.	좀비들의 계절에 우리는 모두 많은 불가사의로 가득 찬 배들이다.	main-forum	2.4
그래서 우리는 그것이 본질적으로 자유낙하로 내려왔다는 것에 동의하는가?	우리는 그들이 본질적으로 자유낙하로 내려왔다는 것에 동의하나요?	main-forum	4
친생애자들은 여성이 스스로 낙태를 선택할 수 있는 것을 원하지 않는다.	선택을 찬성하는 사람들은 누구에게도 낙태를 강요하려고 하지 않는다.	main-forum	1
그러니 질문에 대답해.	질문을 피하지 마세요.	main-forum	3.4
아이티는 쓰레기야.	아이티는 똥구멍이었다.	main-forum	4.2
나는 그 바다에 빙산이 있었다고 절대적으로 믿는다.	나는 타이타닉 근처에 빙산이 전혀 없었다고 믿지 않는다.	main-forum	1.2
프랜차이즈의 얼굴: 최악은 그가 심지어 잎 팬도 아니라는 것이다!	가장 나쁜 점은 그가 심지어 잎사귀 팬도 아니라는 것이다!	main-forum	4.4
나는 그가 임기 2기에 들어가기를 완전히 희망하고 있다는 것에 동의한다.	나는 그가 임기 중 두 번째 임기에 들어가기를 바라고 있다.	main-forum	4
어시스트를 든 제이크.	보라섹을 골로 삼아라.	main-forum	0.4
그의 집이 영향을 받았고 학교는 영향을 받지 않았을 가능성이 있는가?	물론, 그의 집이 영향을 받았을 가능성은 있지만, 학교는 영향을 받지 않았다.	main-forum	3.2
사람들은 깨어났다.	사람들이 깨어났기 때문이에요.	main-forum	4.2
음 캘리포니아는 화물선이었다 나는 그 기사가 뭐라고 말하든 상관하지 않는다.	캘리포니아는 화물선이었다.	main-forum	4
"음, 그것은 꽤 분명하게 말합니다. ""법령은 헌법으로 추정됩니다."""	"그리고 그들이 결정할 때까지, ""법령은 헌법으로 추정된다."""	main-forum	2.6
플로리다, 무지는 너의 것이다!	무지는 너의 것이다!	main-forum	3.4
나는 트레이본을 위해 정의를 외칠 것이다.	트레이본에 대한 정의를 외치는 사람들은 모두 위선자이다.	main-forum	1.6
무엇이 옳고 그른지 어떻게 알아?	어떤 이야기가 옳은지 어떻게 알 수 있나요?	main-forum	2.2
하, 하, 하, 하, 하, 하!	아하하하하하하하하하하하하하하하하!	main-forum	5
그리고 누젠트는 그가 말한 것을 말하는 완전히 바보였다.	나탈리는 그들의 팬층을 모욕한 완전히 바보였다.	main-forum	0.6
그것은 모두 부시의 잘못이다.	오바마는 부시의 잘못이다.	main-forum	1.2
유대인을 싫어하는 모든 것을 미리 고치거나 부풀리는 것을 멈춰야 한다.	"난 모든 것을 ""유대인을 싫어한다""로 접두사나 접미사는 안해"	main-forum	2.4
나는 흑인들이 폭동을 일으킬 것이라고 그가 말한 요점을 놓쳤다.	흑인들이 폭동을 일으킬 거라고 말한 적이 없었나요?	main-forum	2.4
하지만 당신은 그것을 선언할 필요가 없었다.	그리고 그럴 필요도 없었지.	main-forum	2
세례자 존은 출생시부터 나자라이트였다.	세례 요한은 출생 때부터 나자라이트였다.	main-forum	4.6
제임스: 작품 없는 믿음은 죽었다고 말한다.	Paul은 작품 없이는 신앙을 설교하지 않았다.	main-forum	2.2
그리고 비디오 지진 데이터는 붕괴 기간과 같지 않습니다.	지진 데이터는 붕괴 기간과 같지 않습니다.	main-forum	4.6
원래 외로운 여우가 올린 글은, 지금 여러번 그렇게 말했었다.	원래는 외로운 여우가 게시했고, 그것은 모든 이란인과도 관련이 없다.	main-forum	2.2
당신은 오바마의 견해를 좋아하지 않을지 모르지만, 그는 그것을 가지고 있다.	그가 맡고 있는 위치가 마음에 들지 않을 수도 있지만, 적어도 그는 그 위치들을 가지고 있다.	main-forum	2.6
하지만 실제로 그 바다에 빙산이 있었다고 믿으세요?	나는 그 바다에 빙산이 있었다고 절대적으로 믿는다.	main-forum	3
오바마는 보수주의자들 사이에서 승리할 수 없다.	이것은 보수파로부터 오는 것이 풍부하다.	main-forum	1.4
사탄은 금욕 대신에 면죄부를 대표합니다!	사탄은 다른 뺨을 돌리는 대신 복수를 상징한다!	main-forum	1.6
그 판매에 대한 세금이 지불되는 한.	세금이 지불되는 한은...	main-forum	3.8
고치 ? : 이슬람 자체는 정치적이지 않다.	이슬람은 항상 정치적이었다.	main-forum	1.2
3월은 또한 중국에서의 봉기의 날이다.	원래 Vitchilo March가 게시한 것은 중국에서의 봉기의 날짜이기도 하다.	main-forum	4
모든게 잘되길 바래!	모든게 잘되길 바래요.	main-forum	5
왜 그 질문을 우리 주민들에게 한정하는 것이 터무니없는지 이해하십니까?	왜 비-미국 거주자들이 통계와 관련이 있는지 이해하십니까?	main-forum	3.2
나는 과거에 바르샤바에 대한 UFO를 보았다.	정중하게 제출한 스티브 나는 과거에 바르샤바에 대한 UFO를 보았다.	main-forum	4
어떤 행동이 그 순간의 어색한 어젠다를 더 발전시키는지에 따라.	어떤 행동이 그들의 로니-튠즈 의제를 더 발전시키는가에 따라	main-forum	4.6
내가 어떤 주장도 하지 않았다는 것에 더 동의하나요?	그래서 내가 아무런 주장도 하지 않았다는 것을 인정하고 증명해 주실 것입니다.	main-forum	3.8
짐머만은 그가 차에 주먹을 맞았다고 말한다.	"그의 ""친구들""은 그가 그의 차에 맞닥뜨렸다고 말한다."	main-forum	2.4
"중동에는 ""전쟁""이 없다."	중동에는 전쟁이 없다.	main-forum	4.6
낙태를 찬성하는 것의 일부는 합법화하는 것에 반대한다.	"친생애는 또한 ""낙태 반대""를 가리킨다."	main-forum	3.8
자본이득, 최고 금리 : 퍼센트.	- 소득, 최고 금리 : 퍼센트.	main-forum	2.8
좀비들의 계절에 우리는 모두 많은 불가사의로 가득 찬 배들이다.	환호를 위한 주제곡 : 우리는 모두 많은 경이로움으로 가득 찬 그릇이다.	main-forum	2.8
아니, 나는 당신이 고의적으로 무지하다는 것을 보여준다.	롤, 당신은 너무 무지해요.	main-forum	4
우리는 모두 많은 불가사의로 가득 찬 그릇이다.	바비 조타수에 의한 징글 벨 록 우리는 모두 많은 불가사의로 가득 찬 그릇이다.	main-forum	3
슬프게도 포드는 납세자 돈을 받아들였다.	포드는 회사를 구하기 위해 납세자 돈을 받지 않았다.	main-forum	2.8
이슬람교도들은 쿠르안 에 대해서도 같은 말을 할 것이다.	힌두교도는 바가바드 기타에 대해 같은 말을 할 것이다.	main-forum	1
당신의 혼란은 나를 거짓말쟁이로 만들지 않는다.	그러면 당신의 혼란이 나를 거짓말쟁이로 만들지도 않겠죠.	main-forum	3.8
기독교인들이 극단적일 때, 그것은 단지 종교일 뿐이다.	이슬람교도들이 극단적일 때 그것은 테러이다.	main-forum	1.6
어떤 사람들은 '권리'가 가장 중요하다고 믿는다.	어떤 사람들은 태어나지 않은 사람을 도살하지 않는 것이 가장 중요하다고 믿는다.	main-forum	1.2
진화는 의견이 아니라 신념이다.	원자 이론은 의견이 아니라 신념이다.	main-forum	1.6
나는 다른 여성의 몸을 결정할 권리를 주장하는 사람이 아니다.	당신은 다른 사람들이 여자의 몸을 결정하길 원한다.	main-forum	2.8
론 폴은 대체 어디 있는거야?	미디어는 대체 어디 있는거야?	main-forum	0.8
당신은 5각형에 미사일의 잔해가 없다.	당신은 5각형에 A-의 잔해가 없습니다.	main-forum	2.4
"""재활이 절대 효과가 없을 거라고 말한 적 없다""고 말해야 할 요점이 있다"	수조번째로, 나는 재활이 효과가 없다고 말한 적이 없다.	main-forum	3.4
내 머리는 예쁜 것 같아 / 인용구 : 디토.	내 머리는 예쁜 것 같아 / 웁스!	main-forum	3.8
당신은 가난한 사람들이 그들의 행동에 책임이 없다고 생각하는 것 같다.	사람들은 그들의 행동에 책임이 있다.	main-forum	1.6
그것은 부속된 수하물에 대한 것이다.	그건 같은게 아니야.	main-forum	0
왜 올빼미가 참여하지 않았다고 생각하니?	그것은 그것이 참여하지 않았다고 말하지 않는다.	main-forum	1.6
로울은 당신의 내장을 보고 싶어해요!	그것을 보기를 고대해라!	main-forum	1.8
원래 자코가 게시한거야!	원래 이지에 의해 게시되었어요!	main-forum	1.2
